chamber,code,name,party,district,sitting,first_session,last_session,roll_calls,committee_votes,page
Senate,JMC0,Joanne M. Comerford,Democrat,"Hampshire, Franklin and Worcester",yes,191,194,1215,202,senate/members/JMC0.html
Senate,D_D0,Diana DiZoglio,Democrat,First Essex,no,191,192,728,114,senate/members/D_D0.html
Senate,EDJ0,Edward J. Kennedy,Democrat,First Middlesex,no,191,194,1049,70,senate/members/EDJ0.html
Senate,RLR0,Rebecca L. Rausch,Democrat,"Norfolk, Bristol and Middlesex",yes,191,194,1213,653,senate/members/RLR0.html
Senate,SLM0,Susan L. Moran,Democrat,Plymouth and Barnstable,no,191,193,802,0,senate/members/SLM0.html
Senate,JCV0,John C. Velis,Democrat,Second Hampden and Hampshire,yes,191,194,1036,487,senate/members/JCV0.html
Senate,A_G0,Adam Gomez,Democrat,Hampden,yes,192,194,742,345,senate/members/A_G0.html
Senate,JJC0,John J. Cronin,Democrat,Worcester and Middlesex,yes,192,194,745,571,senate/members/JJC0.html
Senate,LME0,Lydia Edwards,Democrat,First Suffolk and Middlesex,yes,192,194,631,645,senate/members/LME0.html
Senate,PWM0,Paul W. Mark,Democrat,"Berkshire, Hampden, Franklin and Hampshire",yes,193,194,487,240,senate/members/PWM0.html
Senate,PMP0,Pavel Payano,Democrat,First Essex,yes,193,194,487,412,senate/members/PMP0.html
Senate,RKK0,Robyn K. Kennedy,Democrat,First Worcester,yes,193,194,487,396,senate/members/RKK0.html
Senate,JRO0,Jacob R. Oliveira,Democrat,"Hampden, Hampshire and Worcester",yes,193,194,487,598,senate/members/JRO0.html
Senate,L M0,Liz Miranda,Democrat,Second Suffolk,yes,193,194,487,365,senate/members/L M0.html
Senate,PJD0,Peter J. Durant,Republican,Worcester and Hampshire,yes,193,194,389,430,senate/members/PJD0.html
Senate,KAD0,Kelly A. Dooner,Republican,Third Bristol and Plymouth,yes,194,194,237,586,senate/members/KAD0.html
Senate,DAF0,Dylan A. Fernandes,Democrat,Plymouth and Barnstable,yes,194,194,237,467,senate/members/DAF0.html
Senate,WJD0,"William J. Driscoll, Jr.",Democrat,"Norfolk, Plymouth and Bristol",yes,194,194,237,554,senate/members/WJD0.html
Senate,V_H0,Vanna Howard,Democrat,First Middlesex,yes,194,194,98,28,senate/members/V_H0.html
