session,date,committee,name,location,status,bills_heard,event_id
192,2021-05-19 10:00,J19,Joint Committee on the Judiciary,"Virtual Hearing, 24 Beacon Street, Boston",Completed,19,3722
192,2021-05-19 10:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,17,3719
192,2021-05-19 13:00,J15,Joint Committee on Election Laws,"Virtual Hearing, 24 Beacon Street, Boston",Completed,27,3725
192,2021-05-20 10:00,J12,Joint Committee on Economic Development and Emerging Technologies,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3735
192,2021-05-20 12:00,J14,Joint Committee on Education,"Virtual Hearing, 24 Beacon Street, Boston",Completed,45,3730
192,2021-05-20 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,14,3721
192,2021-05-21 11:00,H54,House Committee on Federal Stimulus and Census Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3738
192,2021-05-24 17:30,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3707
192,2021-06-01 00:00,S30,Senate Committee on Ways and Means,"Written Testimony Only, 24 Beacon Street, Boston",Completed,0,3750
192,2021-06-01 11:00,J50,Joint Committee on Cannabis Policy,"Virtual Hearing, 24 Beacon Street, Boston",Completed,4,3731
192,2021-06-02 10:30,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,10,3748
192,2021-06-02 13:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,48,3741
192,2021-06-02 13:00,J27,Joint Committee on Transportation,"Virtual Hearing, 24 Beacon Street, Boston",Completed,12,3751
192,2021-06-03 11:00,J28,Joint Committee on Housing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3723
192,2021-06-03 13:00,J32,"Joint Committee on Bonding, Capital Expenditures and State Assets","Written Testimony Only, 24 Beacon Street, Boston",Completed,0,3761
192,2021-06-04 13:00,J35,Joint Committee on Covid-19 and Emergency Preparedness and Management,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3733
192,2021-06-07 10:00,J15,Joint Committee on Election Laws,"Virtual Hearing, 24 Beacon Street, Boston",Completed,1,3764
192,2021-06-07 10:00,J16,Joint Committee on Public Health,"Virtual Hearing, 24 Beacon Street, Boston",Completed,44,3740
192,2021-06-07 11:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,8,3749
192,2021-06-08 10:00,J29,Joint Committee on Higher Education,"Virtual Hearing, 24 Beacon Street, Boston",Completed,24,3760
192,2021-06-08 10:30,J43,Joint Committee on Labor and Workforce Development,"Virtual Hearing, 24 Beacon Street, Boston",Completed,6,3746
192,2021-06-08 11:00,J10,Joint Committee on Municipalities and Regional Government,"Virtual Hearing, 24 Beacon Street, Boston",Completed,21,3765
192,2021-06-08 12:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3743
192,2021-06-08 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","Virtual Hearing, 24 Beacon Street, Boston",Completed,22,3694
192,2021-06-09 10:00,J22,Joint Committee on Public Safety and Homeland Security,"Virtual Hearing, 24 Beacon Street, Boston",Completed,29,3734
192,2021-06-09 10:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,42,3756
192,2021-06-09 10:00,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,33,3762
192,2021-06-11 10:00,J14,Joint Committee on Education,"Virtual Hearing, 24 Beacon Street, Boston",Completed,59,3769
192,2021-06-11 11:00,J35,Joint Committee on Covid-19 and Emergency Preparedness and Management,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3732
192,2021-06-14 10:00,J34,"Joint Committee on Racial Equity, Civil Rights, and Inclusion","Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3778
192,2021-06-14 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,22,3771
192,2021-06-14 13:00,J44,Joint Committee on Elder Affairs,"Virtual Hearing, 24 Beacon Street, Boston",Completed,13,3770
192,2021-06-15 10:00,J13,"Joint Committee on Children, Families and Persons with Disabilities","Virtual Hearing, 24 Beacon Street, Boston",Completed,21,3767
192,2021-06-15 10:00,J19,Joint Committee on the Judiciary,"Virtual Hearing, 24 Beacon Street, Boston",Completed,58,3776
192,2021-06-15 11:00,J50,Joint Committee on Cannabis Policy,"Virtual Hearing, 24 Beacon Street, Boston",Completed,6,3777
192,2021-06-16 13:00,J18,"Joint Committee on Mental Health, Substance Use and Recovery","Virtual Hearing, 24 Beacon Street, Boston",Completed,14,3774
192,2021-06-17 10:00,J12,Joint Committee on Economic Development and Emerging Technologies,"Virtual Hearing, 24 Beacon Street, Boston",Completed,19,3783
192,2021-06-21 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,19,3789
192,2021-06-21 13:00,J18,"Joint Committee on Mental Health, Substance Use and Recovery","Virtual Hearing, 24 Beacon Street, Boston",Completed,16,3790
192,2021-06-21 18:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3745
192,2021-06-22 10:00,J16,Joint Committee on Public Health,"Virtual Hearing, 24 Beacon Street, Boston",Completed,29,3780
192,2021-06-22 10:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","Virtual Hearing, 24 Beacon Street, Boston",Completed,19,3795
192,2021-06-22 10:30,J43,Joint Committee on Labor and Workforce Development,"Virtual Hearing, 24 Beacon Street, Boston",Completed,30,3779
192,2021-06-22 11:00,J10,Joint Committee on Municipalities and Regional Government,"Virtual Hearing, 24 Beacon Street, Boston",Completed,27,3788
192,2021-06-22 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","Virtual Hearing, 24 Beacon Street, Boston",Completed,43,3695
192,2021-06-23 10:00,J15,Joint Committee on Election Laws,"Virtual Hearing, 24 Beacon Street, Boston",Completed,37,3803
192,2021-06-23 11:00,J47,Joint Committee on Community Development and Small Businesses,"Virtual Hearing, 24 Beacon Street, Boston",Completed,14,3781
192,2021-06-23 13:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,27,3794
192,2021-06-23 14:00,J27,Joint Committee on Transportation,"Virtual Hearing, 24 Beacon Street, Boston",Completed,2,3752
192,2021-06-24 14:00,J27,Joint Committee on Transportation,"Virtual Hearing, 24 Beacon Street, Boston",Completed,14,3775
192,2021-06-28 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,8,3806
192,2021-06-28 13:00,J18,"Joint Committee on Mental Health, Substance Use and Recovery","Virtual Hearing, 24 Beacon Street, Boston",Completed,25,3792
192,2021-06-29 11:00,J24,Joint Committee on Health Care Financing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,37,3796
192,2021-06-29 11:00,J50,Joint Committee on Cannabis Policy,"Virtual Hearing, 24 Beacon Street, Boston",Completed,8,3791
192,2021-06-30 10:00,J35,Joint Committee on Covid-19 and Emergency Preparedness and Management,"Virtual Hearing, 24 Beacon Street, Boston",Completed,34,3802
192,2021-06-30 13:00,J44,Joint Committee on Elder Affairs,"Virtual Hearing, 24 Beacon Street, Boston",Completed,18,3809
192,2021-07-01 10:00,J11,Joint Committee on Financial Services,"Virtual Hearing, 24 Beacon Street, Boston",Completed,17,3812
192,2021-07-06 12:00,J14,Joint Committee on Education,"Virtual Hearing, 24 Beacon Street, Boston",Completed,50,3811
192,2021-07-06 13:00,J31,Joint Committee on Veterans and Federal Affairs,"Virtual Hearing, 24 Beacon Street, Boston",Completed,5,3820
192,2021-07-06 18:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3784
192,2021-07-07 09:30,J13,"Joint Committee on Children, Families and Persons with Disabilities","Virtual Hearing, 24 Beacon Street, Boston",Completed,10,3810
192,2021-07-07 11:00,J35,Joint Committee on Covid-19 and Emergency Preparedness and Management,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3828
192,2021-07-08 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,17,3821
192,2021-07-08 18:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3744
192,2021-07-12 10:00,J16,Joint Committee on Public Health,"Virtual Hearing, 24 Beacon Street, Boston",Completed,13,3819
192,2021-07-12 10:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3808
192,2021-07-12 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Canceled,27,3836
192,2021-07-12 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,28,3837
192,2021-07-12 13:00,J44,Joint Committee on Elder Affairs,"Virtual Hearing, 24 Beacon Street, Boston",Completed,18,3832
192,2021-07-12 13:00,S64,Senate Committee on Reimagining Massachusetts Post-Pandemic Resiliency,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3835
192,2021-07-12 15:00,J32,"Joint Committee on Bonding, Capital Expenditures and State Assets","Written Testimony Only, 24 Beacon Street, Boston",Completed,1,3849
192,2021-07-13 10:00,J29,Joint Committee on Higher Education,"Virtual Hearing, 24 Beacon Street, Boston",Completed,33,3830
192,2021-07-13 10:30,J43,Joint Committee on Labor and Workforce Development,"Virtual Hearing, 24 Beacon Street, Boston",Completed,48,3827
192,2021-07-13 11:00,J24,Joint Committee on Health Care Financing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,21,3825
192,2021-07-14 09:00,J35,Joint Committee on Covid-19 and Emergency Preparedness and Management,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3839
192,2021-07-14 10:00,J22,Joint Committee on Public Safety and Homeland Security,"Virtual Hearing, 24 Beacon Street, Boston",Completed,35,3829
192,2021-07-14 10:30,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,25,3826
192,2021-07-16 10:00,J35,Joint Committee on Covid-19 and Emergency Preparedness and Management,"Virtual Hearing, 24 Beacon Street, Boston",Canceled,0,3844
192,2021-07-19 12:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3747
192,2021-07-19 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,20,3856
192,2021-07-19 13:00,J18,"Joint Committee on Mental Health, Substance Use and Recovery","Virtual Hearing, 24 Beacon Street, Boston",Completed,19,3847
192,2021-07-20 09:00,J28,Joint Committee on Housing,"Written Testimony Only, 24 Beacon Street, Boston",Completed,2,3872
192,2021-07-20 10:30,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,26,3841
192,2021-07-20 11:00,J24,Joint Committee on Health Care Financing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,22,3831
192,2021-07-20 11:00,J39,Joint Committee on Ways and Means,"A-2, 24 Beacon Street, Boston",Completed,0,3866
192,2021-07-20 11:00,S64,Senate Committee on Reimagining Massachusetts Post-Pandemic Resiliency,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3865
192,2021-07-20 16:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3857
192,2021-07-20 18:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3858
192,2021-07-21 10:00,J22,Joint Committee on Public Safety and Homeland Security,"Virtual Hearing, 24 Beacon Street, Boston",Completed,35,3848
192,2021-07-21 13:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,33,3758
192,2021-07-21 13:00,J35,Joint Committee on Covid-19 and Emergency Preparedness and Management,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3845
192,2021-07-22 14:00,J27,Joint Committee on Transportation,"Virtual Hearing, 24 Beacon Street, Boston",Completed,22,3875
192,2021-07-22 15:00,J26,Joint Committee on Revenue,"Written Testimony Only, 24 Beacon Street, Boston",Completed,41,3883
192,2021-07-23 10:00,J35,Joint Committee on Covid-19 and Emergency Preparedness and Management,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3846
192,2021-07-23 10:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","Virtual Hearing, 24 Beacon Street, Boston",Completed,27,3877
192,2021-07-23 12:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3859
192,2021-07-26 10:00,S51,Senate Committee on Global Warming and Climate Change,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3886
192,2021-07-26 11:00,J16,Joint Committee on Public Health,"Museum of Science, Boston",Completed,0,3890
192,2021-07-26 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,24,3885
192,2021-07-26 14:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3860
192,2021-07-26 17:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3861
192,2021-07-27 10:00,J19,Joint Committee on the Judiciary,"Virtual Hearing, 24 Beacon Street, Boston",Completed,62,3888
192,2021-07-27 10:30,J43,Joint Committee on Labor and Workforce Development,"Virtual Hearing, 24 Beacon Street, Boston",Completed,28,3874
192,2021-07-27 11:00,J10,Joint Committee on Municipalities and Regional Government,"Virtual Hearing, 24 Beacon Street, Boston",Completed,48,3873
192,2021-07-27 11:00,J11,Joint Committee on Financial Services,"Virtual Hearing, 24 Beacon Street, Boston",Completed,24,3871
192,2021-07-27 11:00,J39,Joint Committee on Ways and Means,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3867
192,2021-07-27 12:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3862
192,2021-07-27 14:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3863
192,2021-07-27 16:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3864
192,2021-07-28 09:30,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,32,3884
192,2021-07-28 10:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","Virtual Hearing, 24 Beacon Street, Boston",Completed,26,3891
192,2021-07-28 11:00,J28,Joint Committee on Housing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,19,3881
192,2021-07-28 14:00,J27,Joint Committee on Transportation,"Virtual Hearing, 24 Beacon Street, Boston",Completed,20,3876
192,2021-07-29 16:00,J16,Joint Committee on Public Health,"Zoom/YouTube, Boston",Canceled,0,3895
192,2021-07-29 17:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3855
192,2021-07-30 10:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","Virtual Hearing, 24 Beacon Street, Boston",Completed,1,3894
192,2021-08-02 12:00,J32,"Joint Committee on Bonding, Capital Expenditures and State Assets","Written Testimony Only, 24 Beacon Street, Boston",Completed,1,3899
192,2021-08-02 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,26,3897
192,2021-08-03 10:00,J19,Joint Committee on the Judiciary,"Virtual Hearing, 24 Beacon Street, Boston",Completed,50,3898
192,2021-08-12 13:00,J28,Joint Committee on Housing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,2,3903
192,2021-08-30 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,27,3910
192,2021-09-01 10:00,J13,"Joint Committee on Children, Families and Persons with Disabilities","Virtual Hearing, 24 Beacon Street, Boston",Completed,12,3908
192,2021-09-01 13:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,35,3911
192,2021-09-07 11:00,J31,Joint Committee on Veterans and Federal Affairs,"A-2, 24 Beacon Street, Boston",Canceled,12,3926
192,2021-09-07 11:00,J31,Joint Committee on Veterans and Federal Affairs,"Virtual Hearing, 24 Beacon Street, Boston",Completed,12,3927
192,2021-09-08 13:00,J33,"Joint Committee on Advanced Information Technology, the Internet and Cybersecurity","Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3929
192,2021-09-09 11:30,J39,Joint Committee on Ways and Means,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3928
192,2021-09-13 11:00,J14,Joint Committee on Education,"Virtual Hearing, 24 Beacon Street, Boston",Completed,44,3933
192,2021-09-13 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,23,3940
192,2021-09-13 13:30,J37,"Joint Committee on Telecommunications, Utilities and Energy","Virtual Hearing, 24 Beacon Street, Boston",Completed,16,3942
192,2021-09-14 10:30,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,46,3921
192,2021-09-14 10:30,J43,Joint Committee on Labor and Workforce Development,"Virtual Hearing, 24 Beacon Street, Boston",Completed,8,3920
192,2021-09-14 11:00,J10,Joint Committee on Municipalities and Regional Government,"Virtual Hearing, 24 Beacon Street, Boston",Completed,38,3932
192,2021-09-14 11:00,J24,Joint Committee on Health Care Financing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,25,3915
192,2021-09-14 13:00,J12,Joint Committee on Economic Development and Emerging Technologies,"Virtual Hearing, 24 Beacon Street, Boston",Completed,11,3952
192,2021-09-14 13:30,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,5,3958
192,2021-09-15 10:00,J11,Joint Committee on Financial Services,"Virtual Hearing, 24 Beacon Street, Boston",Completed,25,3914
192,2021-09-15 10:00,J13,"Joint Committee on Children, Families and Persons with Disabilities","Virtual Hearing, 24 Beacon Street, Boston",Completed,17,3916
192,2021-09-15 10:00,J19,Joint Committee on the Judiciary,"Virtual Hearing, 24 Beacon Street, Boston",Completed,48,3953
192,2021-09-15 11:00,J28,Joint Committee on Housing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,21,3931
192,2021-09-15 12:00,J15,Joint Committee on Election Laws,"Virtual Hearing, 24 Beacon Street, Boston",Completed,40,3957
192,2021-09-20 11:00,J14,Joint Committee on Education,"Virtual Hearing, 24 Beacon Street, Boston",Completed,25,3963
192,2021-09-20 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,22,3965
192,2021-09-21 10:00,J11,Joint Committee on Financial Services,"Virtual Hearing, 24 Beacon Street, Boston",Completed,24,3966
192,2021-09-21 10:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,40,3964
192,2021-09-21 11:00,J39,Joint Committee on Ways and Means,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3930
192,2021-09-21 13:00,J44,Joint Committee on Elder Affairs,"Virtual Hearing, 24 Beacon Street, Boston",Completed,8,3954
192,2021-09-22 10:30,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,36,3949
192,2021-09-22 12:00,J28,Joint Committee on Housing,"Written Testimony Only, 24 Beacon Street, Boston",Canceled,0,3982
192,2021-09-22 12:00,J28,Joint Committee on Housing,"Written Testimony Only, 24 Beacon Street, Boston",Completed,1,3983
192,2021-09-22 14:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","Virtual Hearing, 24 Beacon Street, Boston",Completed,26,3956
192,2021-09-23 11:00,J19,Joint Committee on the Judiciary,"Virtual Hearing, 24 Beacon Street, Boston",Completed,52,3975
192,2021-09-24 11:00,J31,Joint Committee on Veterans and Federal Affairs,"Virtual Hearing, 24 Beacon Street, Boston",Completed,47,3959
192,2021-09-27 09:00,J18,"Joint Committee on Mental Health, Substance Use and Recovery","Virtual Hearing, 24 Beacon Street, Boston",Completed,5,3887
192,2021-09-27 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,4,3985
192,2021-09-27 13:00,J44,Joint Committee on Elder Affairs,"Virtual Hearing, 24 Beacon Street, Boston",Completed,16,3973
192,2021-09-28 10:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,51,3972
192,2021-09-28 10:30,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,7,3974
192,2021-09-28 10:30,J43,Joint Committee on Labor and Workforce Development,"Virtual Hearing, 24 Beacon Street, Boston",Completed,13,3967
192,2021-09-28 11:00,J24,Joint Committee on Health Care Financing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,25,3962
192,2021-09-28 11:00,J30,"Joint Committee on Tourism, Arts and Cultural Development","Virtual Hearing, 24 Beacon Street, Boston",Completed,3,3984
192,2021-09-28 12:00,J10,Joint Committee on Municipalities and Regional Government,"Virtual Hearing, 24 Beacon Street, Boston",Completed,40,3986
192,2021-09-29 09:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","Virtual Hearing, 24 Beacon Street, Boston",Completed,19,3988
192,2021-09-29 10:00,J13,"Joint Committee on Children, Families and Persons with Disabilities","Virtual Hearing, 24 Beacon Street, Boston",Completed,20,3970
192,2021-09-29 11:00,J31,Joint Committee on Veterans and Federal Affairs,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3993
192,2021-10-01 09:00,J16,Joint Committee on Public Health,"Virtual Hearing, 24 Beacon Street, Boston",Completed,2,3976
192,2021-10-01 09:00,J16,Joint Committee on Public Health,"Microsoft Teams, Boston",Canceled,0,4006
192,2021-10-01 11:00,J39,Joint Committee on Ways and Means,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3978
192,2021-10-04 10:00,S51,Senate Committee on Global Warming and Climate Change,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,4001
192,2021-10-04 12:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"Virtual Hearing, 24 Beacon Street, Boston",Completed,16,3996
192,2021-10-04 13:00,J18,"Joint Committee on Mental Health, Substance Use and Recovery","Virtual Hearing, 24 Beacon Street, Boston",Completed,21,3945
192,2021-10-05 10:00,J19,Joint Committee on the Judiciary,"Virtual Hearing, 24 Beacon Street, Boston",Completed,53,4000
192,2021-10-05 11:00,J12,Joint Committee on Economic Development and Emerging Technologies,"Virtual Hearing, 24 Beacon Street, Boston",Completed,21,3999
192,2021-10-05 11:00,J39,Joint Committee on Ways and Means,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,3994
192,2021-10-06 10:00,J15,Joint Committee on Election Laws,"Virtual Hearing, 24 Beacon Street, Boston",Completed,9,4008
192,2021-10-06 11:00,J11,Joint Committee on Financial Services,"Virtual Hearing, 24 Beacon Street, Boston",Completed,4,3991
192,2021-10-07 09:00,J16,Joint Committee on Public Health,"Virtual Hearing, 24 Beacon Street, Boston",Completed,32,4009
192,2021-10-07 10:00,J29,Joint Committee on Higher Education,"Virtual Hearing, 24 Beacon Street, Boston",Completed,8,3955
192,2021-10-07 10:00,J30,"Joint Committee on Tourism, Arts and Cultural Development","Virtual Hearing, 24 Beacon Street, Boston",Completed,16,4002
192,2021-10-12 10:00,J19,Joint Committee on the Judiciary,"Virtual Hearing, 24 Beacon Street, Boston",Completed,58,4018
192,2021-10-12 11:00,J11,Joint Committee on Financial Services,"Virtual Hearing, 24 Beacon Street, Boston",Completed,42,3998
192,2021-10-12 11:00,J28,Joint Committee on Housing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,35,4003
192,2021-10-12 13:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,4024
192,2021-10-13 11:00,J22,Joint Committee on Public Safety and Homeland Security,"Virtual Hearing, 24 Beacon Street, Boston",Completed,20,3969
192,2021-10-13 13:00,J33,"Joint Committee on Advanced Information Technology, the Internet and Cybersecurity","Virtual Hearing, 24 Beacon Street, Boston",Completed,40,4007
192,2021-10-13 14:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","Virtual Hearing, 24 Beacon Street, Boston",Completed,28,3997
192,2021-10-14 10:00,J27,Joint Committee on Transportation,"Virtual Hearing, 24 Beacon Street, Boston",Completed,29,4020
192,2021-10-15 10:00,J13,"Joint Committee on Children, Families and Persons with Disabilities","Virtual Hearing, 24 Beacon Street, Boston",Completed,17,4022
192,2021-10-15 10:00,J16,Joint Committee on Public Health,"Virtual Hearing, 24 Beacon Street, Boston",Completed,67,4016
192,2021-10-15 13:00,SJ41,Special Joint Committee on Redistricting ,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,4028
192,2021-10-18 10:00,J26,Joint Committee on Revenue,"Virtual Hearing, 24 Beacon Street, Boston",Completed,38,4029
192,2021-10-18 11:00,J14,Joint Committee on Education,"Virtual Hearing, 24 Beacon Street, Boston",Completed,38,4023
192,2021-10-19 10:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,50,4014
192,2021-10-19 10:30,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,43,4019
192,2021-10-19 10:30,J43,Joint Committee on Labor and Workforce Development,"Virtual Hearing, 24 Beacon Street, Boston",Completed,34,4017
192,2021-10-19 11:00,J10,Joint Committee on Municipalities and Regional Government,"Virtual Hearing, 24 Beacon Street, Boston",Completed,42,4021
192,2021-10-19 11:00,J24,Joint Committee on Health Care Financing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,17,4011
192,2021-10-20 11:00,J11,Joint Committee on Financial Services,"Virtual Hearing, 24 Beacon Street, Boston",Completed,60,4025
192,2021-10-20 13:00,J15,Joint Committee on Election Laws,"Virtual Hearing, 24 Beacon Street, Boston",Completed,56,4037
192,2021-10-21 10:00,J16,Joint Committee on Public Health,"Virtual Hearing, 24 Beacon Street, Boston",Completed,0,4052
192,2021-10-21 10:00,J22,Joint Committee on Public Safety and Homeland Security,"Virtual Hearing, 24 Beacon Street, Boston",Completed,43,3990
192,2021-10-22 10:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","Virtual Hearing, 24 Beacon Street, Boston",Completed,24,4038
192,2021-10-25 13:00,J18,"Joint Committee on Mental Health, Substance Use and Recovery","Virtual Hearing, 24 Beacon Street, Boston",Completed,18,3950
192,2021-10-26 10:00,J23,Joint Committee on Public Service,"Virtual Hearing, 24 Beacon Street, Boston",Completed,64,4041
192,2021-10-26 10:00,J30,"Joint Committee on Tourism, Arts and Cultural Development","Virtual Hearing, 24 Beacon Street, Boston",Completed,8,4047
192,2021-10-26 10:30,J25,Joint Committee on State Administration and Regulatory Oversight,"Virtual Hearing, 24 Beacon Street, Boston",Completed,26,4035
192,2021-10-26 11:00,J11,Joint Committee on Financial Services,"Virtual Hearing, 24 Beacon Street, Boston",Completed,49,4034
192,2021-10-26 11:00,J24,Joint Committee on Health Care Financing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,7,4036
192,2021-10-26 11:00,J28,Joint Committee on Housing,"Virtual Hearing, 24 Beacon Street, Boston",Completed,24,4045
