session,date,committee,name,location,status,bills_heard,event_id
189,2015-09-29 10:00,J26,Joint Committee on Revenue,"A-1, 24 Beacon Street, Boston",Completed,38,2242
189,2015-09-29 10:00,J28,Joint Committee on Housing,"A-2, 24 Beacon Street, Boston",Completed,6,2165
189,2015-09-29 10:00,J44,Joint Committee on Elder Affairs,"B-1, 24 Beacon Street, Boston",Completed,0,2247
189,2015-09-29 11:00,J11,Joint Committee on Financial Services,"222, 24 Beacon Street, Boston",Completed,22,2241
189,2015-09-29 11:00,J23,Joint Committee on Public Service,"A-2, 24 Beacon Street, Boston",Completed,22,2236
189,2015-09-29 13:00,J16,Joint Committee on Public Health,"A-2, 24 Beacon Street, Boston",Completed,20,2238
189,2015-09-29 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"A-1, 24 Beacon Street, Boston",Completed,21,2199
189,2015-09-29 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","B-1, 24 Beacon Street, Boston",Completed,28,2248
189,2015-09-29 13:00,J30,"Joint Committee on Tourism, Arts and Cultural Development","437, 24 Beacon Street, Boston",Completed,18,2239
189,2015-09-29 13:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","Gardner Auditorium, 24 Beacon Street, Boston",Completed,11,2216
189,2015-09-30 10:00,J14,Joint Committee on Education,"A-2, 24 Beacon Street, Boston",Completed,19,2234
189,2015-09-30 14:30,J31,Joint Committee on Veterans and Federal Affairs,"A-2, 24 Beacon Street, Boston",Completed,18,2213
189,2015-10-05 14:00,J15,Joint Committee on Election Laws,"A-1, 24 Beacon Street, Boston",Completed,33,2256
189,2015-10-06 10:00,J14,Joint Committee on Education,"B-1, 24 Beacon Street, Boston",Completed,25,2253
189,2015-10-06 10:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,18,2250
189,2015-10-06 10:00,J44,Joint Committee on Elder Affairs,"A-1, 24 Beacon Street, Boston",Completed,0,2255
189,2015-10-06 11:00,J11,Joint Committee on Financial Services,"A-2, 24 Beacon Street, Boston",Completed,11,2257
189,2015-10-06 11:00,J25,Joint Committee on State Administration and Regulatory Oversight,"437, 24 Beacon Street, Boston",Completed,38,2259
189,2015-10-06 13:00,J19,Joint Committee on the Judiciary,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,30,2254
189,2015-10-06 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","DCR Quabbin Bluemeadow Conference Center, 370 Blue Meadow Road, Belchertown",Completed,15,2263
189,2015-10-07 10:30,J29,Joint Committee on Higher Education,"A-2, 24 Beacon Street, Boston",Completed,27,2204
189,2015-10-08 13:00,J10,Joint Committee on Municipalities and Regional Government,"A-2, 24 Beacon Street, Boston",Completed,22,2251
189,2015-10-13 10:00,J14,Joint Committee on Education,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,34,2271
189,2015-10-13 10:00,J25,Joint Committee on State Administration and Regulatory Oversight,"Francis Wyman Elementary School, 41 Terrace Hall Avenue, Burlington",Completed,0,2273
189,2015-10-13 10:30,J13,"Joint Committee on Children, Families and Persons with Disabilities","B-1, 24 Beacon Street, Boston",Completed,19,2264
189,2015-10-13 11:00,J24,Joint Committee on Health Care Financing,"A-2, 24 Beacon Street, Boston",Completed,30,2266
189,2015-10-13 11:30,J43,Joint Committee on Labor and Workforce Development,"A-2, 24 Beacon Street, Boston",Completed,32,2243
189,2015-10-13 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"A-1, 24 Beacon Street, Boston",Completed,9,2201
189,2015-10-13 13:00,J44,Joint Committee on Elder Affairs,"B-1, 24 Beacon Street, Boston",Completed,0,2269
189,2015-10-14 11:00,J22,Joint Committee on Public Safety and Homeland Security,"B-1, 24 Beacon Street, Boston",Completed,33,2268
189,2015-10-14 13:00,J19,Joint Committee on the Judiciary,"A-1, 24 Beacon Street, Boston",Completed,51,2276
189,2015-10-15 13:00,J11,Joint Committee on Financial Services,"A-2, 24 Beacon Street, Boston",Completed,17,2278
189,2015-10-19 11:00,J44,Joint Committee on Elder Affairs,"A-2, 24 Beacon Street, Boston",Completed,21,2244
189,2015-10-19 13:00,J47,Joint Committee on Community Development and Small Businesses,"A-2, 24 Beacon Street, Boston",Completed,10,2249
189,2015-10-19 14:00,J15,Joint Committee on Election Laws,"A-1, 24 Beacon Street, Boston",Completed,30,2274
189,2015-10-20 10:00,J26,Joint Committee on Revenue,"A-1, 24 Beacon Street, Boston",Completed,36,2280
189,2015-10-20 10:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,13,2277
189,2015-10-20 10:30,J13,"Joint Committee on Children, Families and Persons with Disabilities","B-1, 24 Beacon Street, Boston",Completed,14,2265
189,2015-10-20 11:00,J11,Joint Committee on Financial Services,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,21,2281
189,2015-10-20 13:00,J16,Joint Committee on Public Health,"A-2, 24 Beacon Street, Boston",Completed,30,2279
189,2015-10-20 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"A-1, 24 Beacon Street, Boston",Completed,18,2202
189,2015-10-20 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","A-2, 24 Beacon Street, Boston",Completed,32,2283
189,2015-10-20 13:00,J23,Joint Committee on Public Service,"437, 24 Beacon Street, Boston",Completed,23,2270
189,2015-10-20 13:00,J25,Joint Committee on State Administration and Regulatory Oversight,"222, 24 Beacon Street, Boston",Completed,53,2288
189,2015-10-20 13:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","B-1, 24 Beacon Street, Boston",Completed,18,2267
189,2015-10-21 11:00,J29,Joint Committee on Higher Education,"A-2, 24 Beacon Street, Boston",Completed,4,2205
189,2015-10-21 13:00,J19,Joint Committee on the Judiciary,"A-1 and A-2, 24 Beacon Street, Boston",Completed,20,2287
189,2015-10-21 14:00,J12,Joint Committee on Economic Development and Emerging Technologies,"A-2, 24 Beacon Street, Boston",Completed,1,2284
189,2015-10-21 14:00,J31,Joint Committee on Veterans and Federal Affairs,"B-1, 24 Beacon Street, Boston",Completed,20,2260
189,2015-10-22 13:00,J18,Joint Committee on Mental Health and Substance Abuse,"A-2, 24 Beacon Street, Boston",Completed,9,2291
189,2015-10-27 10:00,J44,Joint Committee on Elder Affairs,"A-2, 24 Beacon Street, Boston",Completed,17,2245
189,2015-10-27 10:30,J11,Joint Committee on Financial Services,"A-2, 24 Beacon Street, Boston",Completed,18,2297
189,2015-10-27 11:00,J25,Joint Committee on State Administration and Regulatory Oversight,"A-1, 24 Beacon Street, Boston",Completed,54,2298
189,2015-10-27 13:00,J16,Joint Committee on Public Health,"A-1 and A-2, 24 Beacon Street, Boston",Completed,1,2290
189,2015-10-27 13:00,J23,Joint Committee on Public Service,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,33,2294
189,2015-10-27 13:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","B-1, 24 Beacon Street, Boston",Completed,29,2293
189,2015-10-27 13:00,J43,Joint Committee on Labor and Workforce Development,"A-2, 24 Beacon Street, Boston",Completed,2,2292
189,2015-10-27 14:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"437, 24 Beacon Street, Boston",Completed,27,2200
189,2015-10-28 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","B-1, 24 Beacon Street, Boston",Completed,23,2295
189,2015-10-28 13:30,J31,Joint Committee on Veterans and Federal Affairs,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,8,2261
189,2015-10-29 11:00,H32,"House Committee on Bonding, Capital Expenditures and State Assets","A-2, 24 Beacon Street, Boston",Completed,0,2296
189,2015-11-02 13:00,J16,Joint Committee on Public Health,"A-1, 24 Beacon Street, Boston",Completed,0,2301
189,2015-11-03 13:00,J19,Joint Committee on the Judiciary,"A-2, 24 Beacon Street, Boston",Completed,98,2302
189,2015-11-05 10:00,J44,Joint Committee on Elder Affairs,"B-1, 24 Beacon Street, Boston",Completed,11,2246
189,2015-11-05 13:00,J11,Joint Committee on Financial Services,"A-2, 24 Beacon Street, Boston",Completed,21,2306
189,2015-11-05 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","B-1, 24 Beacon Street, Boston",Completed,23,2303
189,2015-11-09 10:00,J25,Joint Committee on State Administration and Regulatory Oversight,"A-2, 24 Beacon Street, Boston",Completed,56,2304
189,2015-11-09 10:00,J27,Joint Committee on Transportation,"A-1, 24 Beacon Street, Boston",Completed,29,2313
189,2015-11-10 10:30,J11,Joint Committee on Financial Services,"A-2, 24 Beacon Street, Boston",Completed,20,2316
189,2015-11-10 11:00,J25,Joint Committee on State Administration and Regulatory Oversight,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,1,2289
189,2015-11-10 13:00,J12,Joint Committee on Economic Development and Emerging Technologies,"Holyoke Community College, Kittredge Center for Business & Workforce Development, Holyoke",Completed,12,2307
189,2015-11-10 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"A-2, 24 Beacon Street, Boston",Completed,18,2206
189,2015-11-10 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","Division of Fisheries and Wildlife, 1 Rabbit Hill Road, Westborough",Completed,30,2315
189,2015-11-10 13:00,J23,Joint Committee on Public Service,"A-1, 24 Beacon Street, Boston",Completed,40,2312
189,2015-11-10 13:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","B-1, 24 Beacon Street, Boston",Completed,13,2311
189,2015-11-10 13:00,J43,Joint Committee on Labor and Workforce Development,"A-2, 24 Beacon Street, Boston",Completed,19,2305
189,2015-11-12 13:00,J10,Joint Committee on Municipalities and Regional Government,"A-2, 24 Beacon Street, Boston",Completed,25,2317
189,2015-11-16 09:30,J12,Joint Committee on Economic Development and Emerging Technologies,"A-1, 24 Beacon Street, Boston",Completed,0,2325
189,2015-11-16 10:00,J18,Joint Committee on Mental Health and Substance Abuse,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,1,2300
189,2015-11-17 01:00,J11,Joint Committee on Financial Services,"B-1, 24 Beacon Street, Boston",Completed,19,2323
189,2015-11-17 10:00,J16,Joint Committee on Public Health,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,57,2319
189,2015-11-17 10:30,J13,"Joint Committee on Children, Families and Persons with Disabilities","B-1, 24 Beacon Street, Boston",Completed,15,2318
189,2015-11-17 11:00,J23,Joint Committee on Public Service,"A-2, 24 Beacon Street, Boston",Completed,24,2322
189,2015-11-17 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"A-1, 24 Beacon Street, Boston",Completed,11,2207
189,2015-11-17 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","A-2, 24 Beacon Street, Boston",Completed,4,2321
189,2015-11-17 13:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","A-2, 24 Beacon Street, Boston",Completed,24,2314
189,2015-11-17 14:00,J15,Joint Committee on Election Laws,"222, 24 Beacon Street, Boston",Completed,23,2326
189,2015-11-18 10:30,H32,"House Committee on Bonding, Capital Expenditures and State Assets","A-2, 24 Beacon Street, Boston",Completed,0,2282
189,2015-11-18 13:00,J19,Joint Committee on the Judiciary,"A-1, 24 Beacon Street, Boston",Completed,50,2324
189,2015-11-18 14:00,J31,Joint Committee on Veterans and Federal Affairs,"222, 24 Beacon Street, Boston",Completed,14,2320
189,2015-11-23 11:00,J11,Joint Committee on Financial Services,"A-2, 24 Beacon Street, Boston",Completed,18,2328
189,2015-11-24 11:00,S51,Senate Committee on Global Warming and Climate Change,"A-2, 24 Beacon Street, Boston",Completed,0,2327
189,2015-11-24 13:00,J23,Joint Committee on Public Service,"A-1, 24 Beacon Street, Boston",Completed,1,2329
189,2015-12-01 11:00,J11,Joint Committee on Financial Services,"TBD, 24 Beacon Street, Boston",Completed,21,2334
189,2015-12-01 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"437, 24 Beacon Street, Boston",Completed,17,2208
189,2015-12-01 13:00,J19,Joint Committee on the Judiciary,"A-2, 24 Beacon Street, Boston",Completed,69,2333
189,2015-12-02 10:00,J27,Joint Committee on Transportation,"A-1, 24 Beacon Street, Boston",Completed,0,2331
189,2015-12-02 13:00,J22,Joint Committee on Public Safety and Homeland Security,"A-1, 24 Beacon Street, Boston",Completed,25,2335
189,2015-12-03 13:00,J16,Joint Committee on Public Health,"A-1 and A-2, 24 Beacon Street, Boston",Completed,31,2330
189,2015-12-03 14:00,J27,Joint Committee on Transportation,"B-1, 24 Beacon Street, Boston",Completed,31,2332
189,2015-12-08 11:00,J11,Joint Committee on Financial Services,"A-2, 24 Beacon Street, Boston",Completed,25,2337
189,2015-12-08 13:00,J16,Joint Committee on Public Health,"A-2, 24 Beacon Street, Boston",Completed,26,2336
189,2015-12-08 13:00,J22,Joint Committee on Public Safety and Homeland Security,"B-1, 24 Beacon Street, Boston",Completed,26,2340
189,2015-12-09 12:00,J25,Joint Committee on State Administration and Regulatory Oversight,"A-2, 24 Beacon Street, Boston",Completed,1,2338
189,2015-12-10 13:00,J10,Joint Committee on Municipalities and Regional Government,"A-2, 24 Beacon Street, Boston",Completed,30,2339
189,2015-12-15 10:00,J28,Joint Committee on Housing,"B-1, 24 Beacon Street, Boston",Completed,19,2309
189,2015-12-15 13:00,J16,Joint Committee on Public Health,"A-2, 24 Beacon Street, Boston",Completed,9,2341
189,2016-01-06 10:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,43,2342
189,2016-01-06 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"A-1, 24 Beacon Street, Boston",Completed,26,2209
189,2016-01-07 10:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,0,2344
189,2016-01-07 11:00,J22,Joint Committee on Public Safety and Homeland Security,"B-1, 24 Beacon Street, Boston",Completed,10,2345
189,2016-01-12 13:00,J11,Joint Committee on Financial Services,"A-2, 24 Beacon Street, Boston",Completed,21,2346
189,2016-01-12 13:00,J23,Joint Committee on Public Service,"A-1, 24 Beacon Street, Boston",Completed,35,2347
189,2016-01-13 13:00,J19,Joint Committee on the Judiciary,"A-1, 24 Beacon Street, Boston",Completed,23,2348
189,2016-01-14 12:00,J12,Joint Committee on Economic Development and Emerging Technologies,"Heritage State Park Visitors Center, 200 Davol Street, Fall River",Completed,0,2349
189,2016-01-19 10:30,J26,Joint Committee on Revenue,"B-1, 24 Beacon Street, Boston",Completed,1,2310
189,2016-01-19 13:00,J11,Joint Committee on Financial Services,"A-2, 24 Beacon Street, Boston",Completed,17,2353
189,2016-01-19 13:00,J15,Joint Committee on Election Laws,"A-2, 24 Beacon Street, Boston",Completed,31,2356
189,2016-01-19 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"A-1, 24 Beacon Street, Boston",Completed,18,2210
189,2016-01-20 01:00,J25,Joint Committee on State Administration and Regulatory Oversight,"A-2, 24 Beacon Street, Boston",Completed,4,2355
189,2016-01-21 11:00,J10,Joint Committee on Municipalities and Regional Government,"A-2, 24 Beacon Street, Boston",Completed,14,2352
189,2016-01-26 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"A-1, 24 Beacon Street, Boston",Completed,19,2211
189,2016-01-26 13:00,J23,Joint Committee on Public Service,"A-2, 24 Beacon Street, Boston",Completed,34,2354
189,2016-01-26 13:00,J31,Joint Committee on Veterans and Federal Affairs,"A-2, 24 Beacon Street, Boston",Completed,1,2350
189,2016-01-28 10:00,J22,Joint Committee on Public Safety and Homeland Security,"A-1, 24 Beacon Street, Boston",Completed,42,2358
189,2016-02-02 10:00,J28,Joint Committee on Housing,"B-1, 24 Beacon Street, Boston",Completed,37,2351
189,2016-02-02 10:00,J39,Joint Committee on Ways and Means,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,0,2365
189,2016-02-02 12:15,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,17,2364
189,2016-02-04 10:00,J22,Joint Committee on Public Safety and Homeland Security,"B-1, 24 Beacon Street, Boston",Completed,27,2363
189,2016-02-08 10:00,J14,Joint Committee on Education,"Gardner Auditorium, 24 Beacon Street, Boston",Canceled,0,2357
189,2016-02-08 10:00,J39,Joint Committee on Ways and Means,"UMASS Amherst, Murray D. Lincoln Campus, Amherst",Canceled,0,2369
189,2016-02-09 10:00,J39,Joint Committee on Ways and Means,"Methuen High School, 1 Ranger Road, Methuen",Canceled,0,2367
189,2016-02-09 10:30,J18,Joint Committee on Mental Health and Substance Abuse,"A-2, 24 Beacon Street, Boston",Completed,1,2377
189,2016-02-09 13:00,J13,"Joint Committee on Children, Families and Persons with Disabilities","A-1, 24 Beacon Street, Boston",Completed,18,2362
189,2016-02-09 13:00,J26,Joint Committee on Revenue,"B-1, 24 Beacon Street, Boston",Completed,18,2368
189,2016-02-09 13:00,J43,Joint Committee on Labor and Workforce Development,"A-2, 24 Beacon Street, Boston",Completed,6,2361
189,2016-02-09 13:30,J10,Joint Committee on Municipalities and Regional Government,"A-2, 24 Beacon Street, Boston",Completed,1,2360
189,2016-02-10 10:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,31,2379
189,2016-02-11 11:00,H32,"House Committee on Bonding, Capital Expenditures and State Assets","A-2, 24 Beacon Street, Boston",Completed,0,2375
189,2016-02-11 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","A-2, 24 Beacon Street, Boston",Completed,3,2359
189,2016-02-16 10:00,J39,Joint Committee on Ways and Means,"Springfield Technical Community College, Scibelli Hall, 7th floor, Springfield",Completed,0,2366
189,2016-02-22 10:00,J39,Joint Committee on Ways and Means,"Medford City Hall, Council Chambers, Medford",Completed,0,2370
189,2016-02-22 13:00,J10,Joint Committee on Municipalities and Regional Government,"A-1, 24 Beacon Street, Boston",Completed,15,2378
189,2016-02-23 10:00,J39,Joint Committee on Ways and Means,"Wheaton College, SGA Room, Campus Center, Norton",Completed,0,2371
189,2016-02-23 12:30,S32,"Senate Committee on Bonding, Capital Expenditures and State Assets","Hinton State Laboratory Institute, 305 South Street, Boston",Completed,0,2387
189,2016-02-23 13:30,J26,Joint Committee on Revenue,"B-1, 24 Beacon Street, Boston",Completed,46,2389
189,2016-02-23 14:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,0,2386
189,2016-02-24 11:00,J23,Joint Committee on Public Service,"A-2, 24 Beacon Street, Boston",Completed,4,2390
189,2016-02-24 14:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,54,2388
189,2016-02-29 10:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,26,2392
189,2016-02-29 10:00,J39,Joint Committee on Ways and Means,"Everett High School, 100 Elm Street, Everett",Completed,0,2372
189,2016-03-01 10:00,J39,Joint Committee on Ways and Means,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,0,2382
189,2016-03-01 13:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","A-1, 24 Beacon Street, Boston",Completed,2,2374
189,2016-03-02 15:00,J25,Joint Committee on State Administration and Regulatory Oversight,"Room 348, 24 Beacon Street, Boston",Completed,0,2393
189,2016-03-03 11:30,H32,"House Committee on Bonding, Capital Expenditures and State Assets","A-2, 24 Beacon Street, Boston",Completed,0,2376
189,2016-03-04 10:00,J39,Joint Committee on Ways and Means,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,0,2373
189,2016-03-07 10:00,J14,Joint Committee on Education,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,7,2391
189,2016-03-07 10:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,0,2396
189,2016-03-07 13:00,J19,Joint Committee on the Judiciary,"A-1, 24 Beacon Street, Boston",Completed,6,2395
189,2016-03-07 14:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,23,2397
189,2016-03-08 10:00,J27,Joint Committee on Transportation,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,3,2400
189,2016-03-08 10:00,J28,Joint Committee on Housing,"A-2, 24 Beacon Street, Boston",Completed,13,2384
189,2016-03-08 10:00,J39,Joint Committee on Ways and Means,"Methuen High School, 1 Ranger Road, Methuen",Completed,0,2383
189,2016-03-08 10:30,J22,Joint Committee on Public Safety and Homeland Security,"A-2, 24 Beacon Street, Boston",Completed,12,2399
189,2016-03-08 11:00,J24,Joint Committee on Health Care Financing,"B-1, 24 Beacon Street, Boston",Completed,1,2380
189,2016-03-08 13:00,J26,Joint Committee on Revenue,"A-2, 24 Beacon Street, Boston",Completed,4,2394
189,2016-03-14 14:00,S32,"Senate Committee on Bonding, Capital Expenditures and State Assets","222, 24 Beacon Street, Boston",Completed,1,2402
189,2016-03-15 10:00,J44,Joint Committee on Elder Affairs,"A-2, 24 Beacon Street, Boston",Completed,1,2398
189,2016-03-15 14:00,J25,Joint Committee on State Administration and Regulatory Oversight,"B-1, 24 Beacon Street, Boston",Completed,5,2405
189,2016-03-16 10:00,J43,Joint Committee on Labor and Workforce Development,"A-2, 24 Beacon Street, Boston",Completed,3,2403
189,2016-03-21 12:00,J12,Joint Committee on Economic Development and Emerging Technologies,"The Venture Development Center at UMass Boston, Wheatley Hall, Third Floor, Boston",Canceled,0,2401
189,2016-03-22 11:00,J24,Joint Committee on Health Care Financing,"Gardner Auditorium, 24 Beacon Street, Boston",Canceled,0,2381
189,2016-03-22 11:00,J24,Joint Committee on Health Care Financing,"Gardner Auditorium, 24 Beacon Street, Boston",Completed,8,2407
189,2016-03-23 15:00,J25,Joint Committee on State Administration and Regulatory Oversight,"Room 348, 24 Beacon Street, Boston",Completed,0,2408
189,2016-03-29 13:00,J25,Joint Committee on State Administration and Regulatory Oversight,"A-2, 24 Beacon Street, Boston",Completed,6,2410
189,2016-03-30 14:00,J25,Joint Committee on State Administration and Regulatory Oversight,"222, 24 Beacon Street, Boston",Completed,0,2411
189,2016-03-31 11:00,H32,"House Committee on Bonding, Capital Expenditures and State Assets","A-2, 24 Beacon Street, Boston",Completed,1,2406
189,2016-04-04 13:00,J18,Joint Committee on Mental Health and Substance Abuse,"A-1, 24 Beacon Street, Boston",Completed,1,2414
189,2016-04-04 15:30,S32,"Senate Committee on Bonding, Capital Expenditures and State Assets","222, 24 Beacon Street, Boston",Completed,1,2417
189,2016-04-05 10:00,J26,Joint Committee on Revenue,"B-1, 24 Beacon Street, Boston",Completed,1,2416
189,2016-04-05 13:00,J12,Joint Committee on Economic Development and Emerging Technologies,"A-2, 24 Beacon Street, Boston",Completed,2,2421
189,2016-04-11 11:00,J24,Joint Committee on Health Care Financing,"B-1, 24 Beacon Street, Boston",Completed,1,2409
189,2016-04-12 11:00,J10,Joint Committee on Municipalities and Regional Government,"A-2, 24 Beacon Street, Boston",Completed,5,2422
189,2016-04-12 11:30,J19,Joint Committee on the Judiciary,"B-1, 24 Beacon Street, Boston",Completed,3,2423
189,2016-04-12 12:30,J16,Joint Committee on Public Health,"A-2, 24 Beacon Street, Boston",Completed,2,2413
189,2016-04-13 13:00,J15,Joint Committee on Election Laws,"A-2, 24 Beacon Street, Boston",Completed,3,2425
189,2016-04-13 13:00,J23,Joint Committee on Public Service,"B-1, 24 Beacon Street, Boston",Completed,6,2415
189,2016-04-13 15:00,J25,Joint Committee on State Administration and Regulatory Oversight,"Room 348, 24 Beacon Street, Boston",Completed,0,2424
189,2016-04-26 11:00,J25,Joint Committee on State Administration and Regulatory Oversight,"A-2, 24 Beacon Street, Boston",Completed,3,2428
189,2016-05-03 10:30,J26,Joint Committee on Revenue,"B-1, 24 Beacon Street, Boston",Completed,2,2429
189,2016-05-03 13:00,S51,Senate Committee on Global Warming and Climate Change,"428, 24 Beacon Street, Boston",Completed,0,2427
189,2016-05-04 10:00,J13,"Joint Committee on Children, Families and Persons with Disabilities","B-1, 24 Beacon Street, Boston",Completed,2,2431
189,2016-05-06 12:00,J14,Joint Committee on Education,"A-2, 24 Beacon Street, Boston",Completed,1,2433
189,2016-05-10 00:30,J16,Joint Committee on Public Health,"A-2, 24 Beacon Street, Boston",Completed,1,2430
189,2016-05-10 10:30,S32,"Senate Committee on Bonding, Capital Expenditures and State Assets","222, 24 Beacon Street, Boston",Completed,6,2434
189,2016-05-10 11:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","Athol Town Hall, 584 Main St., Athol",Completed,0,2436
189,2016-05-10 13:00,J17,Joint Committee on Consumer Protection and Professional Licensure,"A-2, 24 Beacon Street, Boston",Completed,1,2426
189,2016-05-11 11:00,J25,Joint Committee on State Administration and Regulatory Oversight,"A-2, 24 Beacon Street, Boston",Completed,1,2435
189,2016-05-17 13:00,J21,"Joint Committee on Environment, Natural Resources and Agriculture","A-2, 24 Beacon Street, Boston",Completed,1,2440
189,2016-05-17 14:00,J44,Joint Committee on Elder Affairs,"A-2, 24 Beacon Street, Boston",Completed,1,2437
189,2016-05-18 12:00,J19,Joint Committee on the Judiciary,"B-1, 24 Beacon Street, Boston",Completed,4,2441
189,2016-05-18 12:00,J23,Joint Committee on Public Service,"222, 24 Beacon Street, Boston",Completed,5,2442
189,2016-05-18 15:00,J25,Joint Committee on State Administration and Regulatory Oversight,"222, 24 Beacon Street, Boston",Canceled,0,2438
189,2016-05-23 15:00,J25,Joint Committee on State Administration and Regulatory Oversight,"222, 24 Beacon Street, Boston",Completed,0,2443
189,2016-05-24 10:00,J26,Joint Committee on Revenue,"A-2, 24 Beacon Street, Boston",Completed,2,2439
189,2016-05-31 13:00,S51,Senate Committee on Global Warming and Climate Change,"222, 24 Beacon Street, Boston",Completed,0,2444
189,2016-06-01 11:30,J25,Joint Committee on State Administration and Regulatory Oversight,"A-2, 24 Beacon Street, Boston",Completed,4,2445
189,2016-06-01 13:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","A-2, 24 Beacon Street, Boston",Completed,0,2446
189,2016-06-02 13:00,H51,House Committee on Global Warming and Climate Change,"A-2, 24 Beacon Street, Boston",Completed,0,2447
189,2016-06-14 10:00,J18,Joint Committee on Mental Health and Substance Abuse,"A-2, 24 Beacon Street, Boston",Completed,2,2451
189,2016-06-14 12:00,J10,Joint Committee on Municipalities and Regional Government,"A-2, 24 Beacon Street, Boston",Completed,11,2450
189,2016-06-15 12:00,J23,Joint Committee on Public Service,"A-2, 24 Beacon Street, Boston",Completed,10,2452
189,2016-06-16 18:30,J16,Joint Committee on Public Health,"First Parish of Bolton, Davis Hall, 673 Main Street, Bolton",Completed,0,2448
189,2016-06-21 11:00,H32,"House Committee on Bonding, Capital Expenditures and State Assets","A-1, 24 Beacon Street, Boston",Completed,1,2457
189,2016-06-21 11:00,J28,Joint Committee on Housing,"A-2, 24 Beacon Street, Boston",Completed,2,2455
189,2016-06-21 12:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,1,2453
189,2016-06-21 13:30,J26,Joint Committee on Revenue,"A-2, 24 Beacon Street, Boston",Completed,3,2456
189,2016-06-22 10:00,J44,Joint Committee on Elder Affairs,"A-2, 24 Beacon Street, Boston",Completed,2,2454
189,2016-06-22 10:30,S51,Senate Committee on Global Warming and Climate Change,"222, 24 Beacon Street, Boston",Completed,0,2460
189,2016-06-22 13:00,J25,Joint Committee on State Administration and Regulatory Oversight,"A-2, 24 Beacon Street, Boston",Completed,4,2458
189,2016-06-29 12:00,J23,Joint Committee on Public Service,"A-2, 24 Beacon Street, Boston",Completed,4,2459
189,2016-06-30 13:00,J37,"Joint Committee on Telecommunications, Utilities and Energy","A-2, 24 Beacon Street, Boston",Completed,1,2462
189,2016-07-05 13:00,S32,"Senate Committee on Bonding, Capital Expenditures and State Assets","222, 24 Beacon Street, Boston",Completed,1,2461
189,2016-07-07 10:00,J27,Joint Committee on Transportation,"A-2, 24 Beacon Street, Boston",Completed,2,2463
